Vysoká škola,Názov projektu,Identifikačné číslo projektu podľa zmluvy,Spôsob zverejnenia verejnej výzvy na podávanie súťažných návrhov,"Názov programu, v rámci ktorého získal projekt podporu","Názov inštitúcie, ktorá podporu poskytla",Rok začiatku riešenia projektu,Rok skončenia riešenia projektu,"Priezvisko, meno a tituly zodpovedného riešiteľa projektu","Názov pracoviska, na ktorom sa projekt riešil - riešitelia",Výška finančných prostriedkov v kategórii BV v období od 1.1. do 31.12.2021,Výška finančných prostriedkov v kategórii KV v období od 1.1. do 31.12.2021,Charakter grantov,A/N,Komentár CVTI SR
Slovenská technická univerzita v Bratislave,"Monitoring ciest farmaceutík z čistiarenských kalov do pôd, rastlín a podzemných vôd",APVV-17-0119,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"prof. Ing. Bodík Igor, PhD.",Slovenská technická univerzita v Bratislave - Fakulta chemickej a potravinárskej technológie ,"54,158.00 €",0.00 €,Aplikovaný výskum,A,
Trnavská univerzita v Trnave,"Sebapoškodzovanie: vymedzenie, prevalencia, ovplyvňujúce faktory a implikácie pre klinické intervencie",APVV-17-0123,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"doc. PhDr. Démuthová Slávka , PhD.",Trnavská univerzita v Trnave - Filozofická fakulta ,0.00 €,0.00 €,Základný výskum,A,
Univerzita Komenského v Bratislave,"Sebapoškodzovanie: vymedzenie, prevalencia, ovplyvňujúce faktory a implikácie pre klinické intervencie",APVV-17-0123,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"doc. PhDr. Démuthová Slávka , PhD.",Univerzita Komenského v Bratislave - Právnická fakulta ,"12,349.00 €",0.00 €,Základný výskum,A,
Univerzita sv. Cyrila a Metoda v Trnave,"Sebapoškodzovanie: vymedzenie, prevalencia, ovplyvňujúce faktory a implikácie pre klinické intervencie",APVV-17-0123,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"doc. PhDr. Démuthová Slávka , PhD.",Univerzita sv. Cyrila a Metoda v Trnave - Filozofická fakulta ,"33,566.00 €",0.00 €,Základný výskum,A,
,Ochrana ohrozených slovenských plemien hospodárskych zvierat v podmienkach ex situ ,APVV-17-0124,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2021,"prof. Ing. Chrenek Peter, DrSc.",Národné poľnohospodárske a potravinárske centrum - Výskumný ústav živočíšnej výroby Nitra,"29,214.00 €",0.00 €,Základný výskum,A,
Slovenská poľnohospodárska univerzita v Nitre,Ochrana ohrozených slovenských plemien hospodárskych zvierat v podmienkach ex situ ,APVV-17-0124,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2021,"prof. Ing. Chrenek Peter, DrSc.",Slovenská poľnohospodárska univerzita v Nitre - Fakulta biotechnológie a potravinárstva ,"13,289.00 €",0.00 €,Základný výskum,A,
Univerzita sv. Cyrila a Metoda v Trnave,Komparácia jazykových stratégií pravicového populizmu (Nemecko - Rakúsko - Česko - Slovensko): lexika - texty - diskurzy,APVV-17-0128,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2021,prof. Dr. Schuppener Georg,Univerzita sv. Cyrila a Metoda v Trnave - Filozofická fakulta ,"53,146.00 €",0.00 €,Základný výskum,A,
,Regulácia komplexu Swi5-Sfr1 pomocou fosforylácie,APVV-17-0130,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"RNDr. doc. Ševčovičová Andrea, PhD.","Biomedicínske centrum SAV, v. v. i. - Ústav experimentálnej onkológie","9,900.00 €",0.00 €,Základný výskum,A,
,Regulácia komplexu Swi5-Sfr1 pomocou fosforylácie,APVV-17-0130,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"RNDr. doc. Ševčovičová Andrea, PhD.","Centrum biovied SAV, v. v. i. - Ústav biochémie a genetiky živočíchov","10,075.00 €",0.00 €,Základný výskum,A,
Univerzita Komenského v Bratislave,Regulácia komplexu Swi5-Sfr1 pomocou fosforylácie,APVV-17-0130,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"RNDr. doc. Ševčovičová Andrea, PhD.",Univerzita Komenského v Bratislave - Prírodovedecká fakulta ,"40,000.00 €",0.00 €,Základný výskum,A,
,"Analýza bariér prístupu k pracovným príležitostiam pre marginalizované skupiny obyvateľstva:  Vybrané regióny Slovenska v sociálno-ekonomickej, geografickej a sociálno-antropologickej perspektíve.",APVV-17-0141,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"Mgr. Ing. Škobla Daniel, PhD.","Centrum spoločenských a psychologických vied SAV, v. v. i.","15,652.00 €",0.00 €,Základný výskum,A,
,"Analýza bariér prístupu k pracovným príležitostiam pre marginalizované skupiny obyvateľstva:  Vybrané regióny Slovenska v sociálno-ekonomickej, geografickej a sociálno-antropologickej perspektíve.",APVV-17-0141,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"Mgr. Ing. Škobla Daniel, PhD.","Ústav etnológie a sociálnej antropológie Slovenskej akadémie vied, v. v. i.","13,879.00 €",0.00 €,Základný výskum,A,
Univerzita Komenského v Bratislave,"Analýza bariér prístupu k pracovným príležitostiam pre marginalizované skupiny obyvateľstva:  Vybrané regióny Slovenska v sociálno-ekonomickej, geografickej a sociálno-antropologickej perspektíve.",APVV-17-0141,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"Mgr. Ing. Škobla Daniel, PhD.",Univerzita Komenského v Bratislave - Prírodovedecká fakulta ,"13,542.00 €",0.00 €,Základný výskum,A,
Univerzita Konštantína Filozofa v Nitre,"Analýza bariér prístupu k pracovným príležitostiam pre marginalizované skupiny obyvateľstva:  Vybrané regióny Slovenska v sociálno-ekonomickej, geografickej a sociálno-antropologickej perspektíve.",APVV-17-0141,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"Mgr. Ing. Škobla Daniel, PhD.",Univerzita Konštantína Filozofa v Nitre - Fakulta sociálnych vied a zdravotníctva ,"13,442.00 €",0.00 €,Základný výskum,A,
Slovenská technická univerzita v Bratislave,Zelený expresný systém pre produkciu rekombinantných proteínov v Candida utilis,APVV-17-0149,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"RNDr. Krahulec Ján , PhD.",Slovenská technická univerzita v Bratislave - Fakulta chemickej a potravinárskej technológie ,"21,263.00 €",0.00 €,Aplikovaný výskum,A,
Univerzita Komenského v Bratislave,Zelený expresný systém pre produkciu rekombinantných proteínov v Candida utilis,APVV-17-0149,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"RNDr. Krahulec Ján , PhD.",Univerzita Komenského v Bratislave - Prírodovedecká fakulta ,"34,983.00 €",0.00 €,Aplikovaný výskum,A,
,Interakcie arbuskulárnych mykoríznych húb s rastlinami v stresových podmienkach a ich potenciál pri fytoremediačných metódach,APVV-17-0150,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"Mgr. Hudcovicová Martina, PhD.",Národné poľnohospodárske a potravinárske centrum - Výskumný ústav rastlinnej výroby,"26,873.00 €",0.00 €,Základný výskum,A,
Univerzita Komenského v Bratislave,Interakcie arbuskulárnych mykoríznych húb s rastlinami v stresových podmienkach a ich potenciál pri fytoremediačných metódach,APVV-17-0150,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"Mgr. Hudcovicová Martina, PhD.",Univerzita Komenského v Bratislave - Prírodovedecká fakulta ,"10,206.00 €",0.00 €,Základný výskum,A,
Univerzita sv. Cyrila a Metoda v Trnave,Interakcie arbuskulárnych mykoríznych húb s rastlinami v stresových podmienkach a ich potenciál pri fytoremediačných metódach,APVV-17-0150,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"Mgr. Hudcovicová Martina, PhD.",Univerzita sv. Cyrila a Metoda v Trnave - Fakulta prírodných vied ,"20,112.00 €",0.00 €,Základný výskum,A,
Univerzita Konštantína Filozofa v Nitre,Perspektívy vývoja súčasenej religiozity na Slovensku ,APVV-17-0158,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2021,"doc. PhDr. Kondrla Peter, PhD.",Univerzita Konštantína Filozofa v Nitre - Filozofická fakulta ,"30,738.00 €",0.00 €,Základný výskum,A,
,Zanedbané súvislosti. Príležitostné žánre v slovenskej literatúre v 16.  - 18. storočí,APVV-17-0161,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"Mgr. Vráblová Timotea, PhD.","Ústav slovenskej literatúry SAV, v. v. i.","39,577.00 €",0.00 €,Základný výskum,A,
Trnavská univerzita v Trnave,Zanedbané súvislosti. Príležitostné žánre v slovenskej literatúre v 16.  - 18. storočí,APVV-17-0161,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"Mgr. Vráblová Timotea, PhD.",Trnavská univerzita v Trnave - Filozofická fakulta ,"5,935.00 €",0.00 €,Základný výskum,A,
,Potenciál kremíka na zmiernenie toxicity arzénu a antimónu pri kultúrnych rastlinách,APVV-17-0164,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"RNDr. Vaculík Marek, PhD.","Centrum biológie rastlín a biodiverzity SAV, v. v. i.","15,000.00 €",0.00 €,Základný výskum,A,
,Potenciál kremíka na zmiernenie toxicity arzénu a antimónu pri kultúrnych rastlinách,APVV-17-0164,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"RNDr. Vaculík Marek, PhD.","Chemický ústav SAV, v. v. i.","10,000.00 €",0.00 €,Základný výskum,A,
Univerzita Komenského v Bratislave,Potenciál kremíka na zmiernenie toxicity arzénu a antimónu pri kultúrnych rastlinách,APVV-17-0164,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"RNDr. Vaculík Marek, PhD.",Univerzita Komenského v Bratislave - Prírodovedecká fakulta ,"37,500.00 €",0.00 €,Základný výskum,A,
Prešovská univerzita v Prešove,Ekonomické a psychologické faktory výdavkov turistov v cestovnom ruchu: mikroekonometrické modelovanie,APVV-17-0166,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"prof. Ing. Štefko Róbert, PhD.",Prešovská univerzita v Prešove,"47,942.00 €",0.00 €,Základný výskum,A,
Technická univerzita v Košiciach,Uplatňovanie autoregulačných metód pri príprave letových posádok,APVV-17-0167,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2021,"doc. Ing. Szabo Stanislav, PhD., MBA",Technická univerzita v Košiciach - Letecká fakulta ,0.00 €,0.00 €,Aplikovaný výskum,A,
,Nanotechnológia prípravy MIS fotoelektród s oxidmi kovov pre systémy na výrobu solárnych palív,APVV-17-0169,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2021,"Ing. Mikolášek Miroslav, PhD.","Centrum pre využitie pokročilých materiálov SAV, v. v. i.","15,749.00 €",0.00 €,Základný výskum,A,
,Nanotechnológia prípravy MIS fotoelektród s oxidmi kovov pre systémy na výrobu solárnych palív,APVV-17-0169,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2021,"Ing. Mikolášek Miroslav, PhD.",Centrum vedecko-technických informácií SR,"4,975.00 €",0.00 €,Základný výskum,A,
,Nanotechnológia prípravy MIS fotoelektród s oxidmi kovov pre systémy na výrobu solárnych palív,APVV-17-0169,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2021,"Ing. Mikolášek Miroslav, PhD.",Medzinárodné laserové centrum,0.00 €,0.00 €,Základný výskum,A,
Slovenská technická univerzita v Bratislave,Nanotechnológia prípravy MIS fotoelektród s oxidmi kovov pre systémy na výrobu solárnych palív,APVV-17-0169,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2021,"Ing. Mikolášek Miroslav, PhD.",Slovenská technická univerzita v Bratislave - Fakulta elektrotechniky a informatiky ,"25,000.00 €",0.00 €,Základný výskum,A,
,Ranoalpidný tektonický vývoj a paleogeografia Západných Karpát,APVV-17-0170,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"prof. RNDr. Plašienka Dušan, DrSc.","Ústav vied o Zemi SAV, v. v. i.","18,000.00 €",0.00 €,Základný výskum,A,
Univerzita Komenského v Bratislave,Ranoalpidný tektonický vývoj a paleogeografia Západných Karpát,APVV-17-0170,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"prof. RNDr. Plašienka Dušan, DrSc.",Univerzita Komenského v Bratislave - Prírodovedecká fakulta ,"43,500.00 €",0.00 €,Základný výskum,A,
Univerzita Komenského v Bratislave,Dôsledky disrupcie cirkadiánneho systému umelým svetlom v noci na fyziologické a behaviorálne procesy,APVV-17-0178,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"prof. RNDr. Zeman Michal, DrSc.",Univerzita Komenského v Bratislave - Prírodovedecká fakulta ,"62,140.00 €",0.00 €,Základný výskum,A,
Slovenská technická univerzita v Bratislave,Využitie elektrochemicky pripraveného zeleného oxidovadla železanu pre dočisťovanie odpadových vôd,APVV-17-0183,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2021,"prof. Ing. Híveš Ján, PhD.",Slovenská technická univerzita v Bratislave - Fakulta chemickej a potravinárskej technológie ,"60,790.00 €",0.00 €,Aplikovaný výskum,A,
Technická univerzita v Košiciach,Dynamika doménových stien a skyrmiónov v tenkých magnetických vrstvách,APVV-17-0184,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"RNDr. Richter Kornel, PhD.",Technická univerzita v Košiciach - Letecká fakulta ,"5,070.00 €",0.00 €,Základný výskum,A,
Univerzita Mateja Bela v Banskej Bystrici,Dynamika doménových stien a skyrmiónov v tenkých magnetických vrstvách,APVV-17-0184,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"RNDr. Richter Kornel, PhD.",Univerzita Mateja Bela v Banskej Bystrici - Fakulta prírodných vied ,0.00 €,0.00 €,Základný výskum,A,
Univerzita Pavla Jozefa Šafárika v Košiciach,Dynamika doménových stien a skyrmiónov v tenkých magnetických vrstvách,APVV-17-0184,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"RNDr. Richter Kornel, PhD.","Univerzita Pavla Jozefa Šafárika v Košiciach - Prírodovedecká fakulta , Technologický a inovačný park","22,320.00 €",0.00 €,Základný výskum,A,
Slovenská technická univerzita v Bratislave,Vývoj autonómneho vozidla na otvorenej platforme elektromobilu,APVV-17-0190,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"doc. Ing. Drahoš Peter, PhD.",Slovenská technická univerzita v Bratislave - Fakulta elektrotechniky a informatiky ,"51,855.00 €",0.00 €,Vývoj,A,
Univerzita Konštantína Filozofa v Nitre,Kultúrny produkt regionálneho múzea v kontexte objektívnej spoločenskej potreby: Život v totalite v rokoch 1939-1945,APVV-17-0199,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"Mgr. Palárik Miroslav , PhD.",Univerzita Konštantína Filozofa v Nitre,"28,850.00 €",0.00 €,Aplikovaný výskum,A,
,Zvyšovanie trvanlivosti a konštrukčnej spoľahlivosti nových a existujúcich betónových mostov,APVV-17-0204,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2021,"Ing. Janotka Ivan, DrSc.","Technický a skúšobný ústav stavebný, n.o.","43,278.00 €",0.00 €,Aplikovaný výskum,A,
Slovenská technická univerzita v Bratislave,Zvyšovanie trvanlivosti a konštrukčnej spoľahlivosti nových a existujúcich betónových mostov,APVV-17-0204,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2021,"Ing. Janotka Ivan, DrSc.",Slovenská technická univerzita v Bratislave - Stavebná fakulta ,"27,000.00 €",0.00 €,Aplikovaný výskum,A,
Technická univerzita vo Zvolene,Ultra-nízkoenergetické zelené budovy na báze obnoviteľnej suroviny dreva,APVV-17-0206,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2021,"prof. Ing. Štefko Jozef, CSc.",Technická univerzita vo Zvolene - Drevárska fakulta ,"68,925.00 €",0.00 €,Aplikovaný výskum,A,
Technická univerzita v Košiciach,Odolné mobilné siete na doručovanie obsahu,APVV-17-0208,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2021,"doc. Ing. Papaj Ján, PhD.",Technická univerzita v Košiciach - Fakulta elektrotechniky a informatiky ,"36,269.00 €",0.00 €,Základný výskum,A,
,Bioaktívne látky rakytníka rešetliakového a ich uplatnenie vo funkčných potravinách,APVV-17-0212,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2021,"Ing. Ciesarová Zuzana, PhD.",Národné poľnohospodárske a potravinárske centrum - Výskumný ústav potravinársky,"34,351.00 €",0.00 €,Aplikovaný výskum,A,
Slovenská technická univerzita v Bratislave,Bioaktívne látky rakytníka rešetliakového a ich uplatnenie vo funkčných potravinách,APVV-17-0212,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2021,"Ing. Ciesarová Zuzana, PhD.",Slovenská technická univerzita v Bratislave - Fakulta chemickej a potravinárskej technológie ,"8,770.00 €",0.00 €,Aplikovaný výskum,A,
Slovenská technická univerzita v Bratislave,Kolaboratívny robot pre použitie v laboratóriu,APVV-17-0214,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2021,"prof. Ing. Hubinský Peter, PhD.","Slovenská technická univerzita v Bratislave - Fakulta elektrotechniky a informatiky , Strojnícka fakulta ",0.00 €,0.00 €,Aplikovaný výskum,A,
Akadémia Policajného zboru v Bratislave,Služobné zákroky príslušníkov Policajného zboru a aplikácia zásady primeranosti z trestnoprávneho a administratívnoprávneho hľadiska,APVV-17-0217,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"doc. JUDr. Marczyová Klaudia, PhD.",Akadémia Policajného zboru v Bratislave,"45,761.00 €",0.00 €,Aplikovaný výskum,A,
Univerzita Komenského v Bratislave,Výskum mechanizmu interakcie biologických tkanív s vsokofrekvenčným elektromagnetickým poľom a jeho aplikácia vo vývoji nových postupov pri návrhu elektrochirurgických prístrojov,APVV-17-0218,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"doc. Ing. Koniar Dušan, PhD.",Univerzita Komenského v Bratislave - Jesseniova lekárska fakulta v Martine,"16,025.00 €",0.00 €,Aplikovaný výskum,A,
Žilinská univerzita v Žiline,Výskum mechanizmu interakcie biologických tkanív s vsokofrekvenčným elektromagnetickým poľom a jeho aplikácia vo vývoji nových postupov pri návrhu elektrochirurgických prístrojov,APVV-17-0218,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"doc. Ing. Koniar Dušan, PhD.",Žilinská univerzita v Žiline - Fakulta elektrotechniky a informačných technológií,"49,275.00 €",0.00 €,Aplikovaný výskum,A,
,Testovanie nových politík a podnikateľských modelov na zabezpečenie vybraných ekosystémových služieb lesa ,APVV-17-0232,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2021,"Ing. Sarvašová Zuzana, PhD.",Národné lesnícke centrum,"39,141.00 €",0.00 €,Aplikovaný výskum,A,
Technická univerzita vo Zvolene,Testovanie nových politík a podnikateľských modelov na zabezpečenie vybraných ekosystémových služieb lesa ,APVV-17-0232,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2021,"Ing. Sarvašová Zuzana, PhD.",Technická univerzita vo Zvolene - Lesnícka fakulta ,"34,412.00 €",0.00 €,Aplikovaný výskum,A,
,"Počítačový dizajn, syntéza, testovanie a dispozícia inhibítorov neuraminidáz chrípkového vírusu typu A ako potenciálnych antivirálnych látok",APVV-17-0239,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"doc. Ing. Frecer Vladimír, DrSc.","Chemický ústav SAV, v. v. i.","13,000.00 €",0.00 €,Základný výskum,A,
,"Počítačový dizajn, syntéza, testovanie a dispozícia inhibítorov neuraminidáz chrípkového vírusu typu A ako potenciálnych antivirálnych látok",APVV-17-0239,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"doc. Ing. Frecer Vladimír, DrSc.","ICARST, n.o.","13,780.00 €",0.00 €,Základný výskum,A,
Univerzita Komenského v Bratislave,"Počítačový dizajn, syntéza, testovanie a dispozícia inhibítorov neuraminidáz chrípkového vírusu typu A ako potenciálnych antivirálnych látok",APVV-17-0239,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"doc. Ing. Frecer Vladimír, DrSc.","Univerzita Komenského v Bratislave - Farmaceutická fakulta , Prírodovedecká fakulta ","31,621.00 €",0.00 €,Základný výskum,A,
Univerzita Komenského v Bratislave,Pľúcny surfaktant ako modulátor odpovede organizmu na expozíciu endotoxínu: efekty a mechanizmy,APVV-17-0250,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"prof. MUDr. Čalkovská Andrea , DrSc.",Univerzita Komenského v Bratislave,"62,896.00 €",0.00 €,Základný výskum,A,
,Jazykové a komunikačné problémy na Slovensku a ich manažment,APVV-17-0254,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"prof. PhDr. Lanstyák István, PhD.","Jazykovedný ústav Ľudovíta Štúra SAV, v. v. i.","3,062.00 €",0.00 €,Základný výskum,A,
Univerzita Komenského v Bratislave,Jazykové a komunikačné problémy na Slovensku a ich manažment,APVV-17-0254,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"prof. PhDr. Lanstyák István, PhD.",Univerzita Komenského v Bratislave - Filozofická fakulta ,"41,120.00 €",0.00 €,Základný výskum,A,
Univerzita Konštantína Filozofa v Nitre,Jazykové a komunikačné problémy na Slovensku a ich manažment,APVV-17-0254,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"prof. PhDr. Lanstyák István, PhD.",Univerzita Konštantína Filozofa v Nitre - Fakulta sociálnych vied a zdravotníctva ,"2,952.00 €",0.00 €,Základný výskum,A,
Technická univerzita v Košiciach,Aplikácia prvkov digitálneho inžinierstva pri inovácii a optimalizácii produkčných tokov,APVV-17-0258,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"prof. Ing. Trebuňa Peter, PhD.",Technická univerzita v Košiciach - Strojnícka fakulta ,"55,740.00 €",0.00 €,Aplikovaný výskum,A,
Slovenská technická univerzita v Bratislave,Re-dizajn metabolizmu tukotvorných mikroorganizmov pre biotechnologickú prípravu priemyselne atraktívnych olejov,APVV-17-0262,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"prof. Ing. Čertík Milan, PhD.",Slovenská technická univerzita v Bratislave - Fakulta chemickej a potravinárskej technológie ,"60,000.00 €",0.00 €,Základný výskum,A,
,Výskum aditívnej výroby biodegradovateľných magnéziových zliatín a ich aplikácie v implantológii a regeneratívnej medicíne,APVV-17-0278,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"doc. Ing. Hudák Radovan, PhD.","Ústav materiálov a mechaniky strojov SAV, v. v. i.","9,978.00 €",0.00 €,Aplikovaný výskum,A,
Prešovská univerzita v Prešove,Výskum aditívnej výroby biodegradovateľných magnéziových zliatín a ich aplikácie v implantológii a regeneratívnej medicíne,APVV-17-0278,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"doc. Ing. Hudák Radovan, PhD.",Prešovská univerzita v Prešove - Filozofická fakulta ,"2,642.00 €",0.00 €,Aplikovaný výskum,A,
Technická univerzita v Košiciach,Výskum aditívnej výroby biodegradovateľných magnéziových zliatín a ich aplikácie v implantológii a regeneratívnej medicíne,APVV-17-0278,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"doc. Ing. Hudák Radovan, PhD.",Technická univerzita v Košiciach - Strojnícka fakulta ,"25,793.00 €",0.00 €,Aplikovaný výskum,A,
Univerzita Komenského v Bratislave,Výskum aditívnej výroby biodegradovateľných magnéziových zliatín a ich aplikácie v implantológii a regeneratívnej medicíne,APVV-17-0278,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"doc. Ing. Hudák Radovan, PhD.",Univerzita Komenského v Bratislave - Lekárska fakulta ,0.00 €,0.00 €,Aplikovaný výskum,A,
,Biotransformácia ako účinný nástroj rastlinných enzýmov na prípravu prírodných aromatických látok,APVV-17-0281,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"Ing. Sitkey Vladimír, PhD.",Axxence Slovakia s.r.o.,"28,483.00 €",0.00 €,Aplikovaný výskum,A,
,Biotransformácia ako účinný nástroj rastlinných enzýmov na prípravu prírodných aromatických látok,APVV-17-0281,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"Ing. Sitkey Vladimír, PhD.",Národné poľnohospodárske a potravinárske centrum - Výskumný ústav rastlinnej výroby,"32,083.00 €",0.00 €,Aplikovaný výskum,A,
,Štúdium genetických príčin zriedkavých ochorení s dôrazom na metabolické poruchy asociované s hypoglykémiami a poruchy mitochondrií,APVV-17-0296,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"RNDr. Gašperíková Daniela, DrSc.","Biomedicínske centrum SAV, v. v. i. - Ústav experimentálnej endokrinológie","47,450.00 €",0.00 €,Základný výskum,A,
Univerzita Komenského v Bratislave,Štúdium genetických príčin zriedkavých ochorení s dôrazom na metabolické poruchy asociované s hypoglykémiami a poruchy mitochondrií,APVV-17-0296,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"RNDr. Gašperíková Daniela, DrSc.",Univerzita Komenského v Bratislave - Lekárska fakulta ,"12,084.00 €",0.00 €,Základný výskum,A,
,Biovyužiteľnosť zinku u hospodárskych zvierat - možnosti a riešenia,APVV-17-0297,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"RNDr. Čobanová Klaudia, PhD.","Centrum biovied SAV, v. v. i. - Ústav fyziológie hospodárskych zvierat","61,800.00 €",0.00 €,Základný výskum,A,
,"Glykánové bionanosenzory and bioanalytické zariadenia – ich konštrukcia, validácia a aplikácia v diagnostike rakoviny",APVV-17-0300,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"Ing. Tkáč Ján, DrSc.","Chemický ústav SAV, v. v. i.","55,982.00 €",0.00 €,Základný výskum,A,
,"Glykánové bionanosenzory and bioanalytické zariadenia – ich konštrukcia, validácia a aplikácia v diagnostike rakoviny",APVV-17-0300,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"Ing. Tkáč Ján, DrSc.","Ústav polymérov SAV, v. v. i.","6,661.00 €",0.00 €,Základný výskum,A,
Slovenská technická univerzita v Bratislave,Selektívna konverzia odpadovej biomasy chemickými a biotechnologickými procesmi,APVV-17-0302,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"doc. Ing. Soták Tomáš, PhD.",Slovenská technická univerzita v Bratislave - Fakulta chemickej a potravinárskej technológie ,"60,000.00 €",0.00 €,Základný výskum,A,
