Vysoká škola,Názov projektu,Identifikačné číslo projektu podľa zmluvy,Spôsob zverejnenia verejnej výzvy na podávanie súťažných návrhov,"Názov programu, v rámci ktorého získal projekt podporu","Názov inštitúcie, ktorá podporu poskytla",Rok začiatku riešenia projektu,Rok skončenia riešenia projektu,"Priezvisko, meno a tituly zodpovedného riešiteľa projektu","Názov pracoviska, na ktorom sa projekt riešil - riešitelia",Výška finančných prostriedkov v kategórii BV v období od 1.1. do 31.12.2021,Výška finančných prostriedkov v kategórii KV v období od 1.1. do 31.12.2021,Charakter grantov,A/N,Komentár CVTI SR
,Nové environmentálne prijateľné biodegradovateľné zmesi polymérov z obnoviteľných zdrojov,APVV-17-0304,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2021,"prof. Ing. Alexy Pavel, PhD.",Auchem s.r.o. ,"4,200.00 €",0.00 €,Aplikovaný výskum,A,
,Nové environmentálne prijateľné biodegradovateľné zmesi polymérov z obnoviteľných zdrojov,APVV-17-0304,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2021,"prof. Ing. Alexy Pavel, PhD.","ENVIROCARE, s.r.o.","19,000.00 €",0.00 €,Aplikovaný výskum,A,
,Nové environmentálne prijateľné biodegradovateľné zmesi polymérov z obnoviteľných zdrojov,APVV-17-0304,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2021,"prof. Ing. Alexy Pavel, PhD.",VUKI a.s.,"14,000.00 €",0.00 €,Aplikovaný výskum,A,
Slovenská technická univerzita v Bratislave,Nové environmentálne prijateľné biodegradovateľné zmesi polymérov z obnoviteľných zdrojov,APVV-17-0304,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2021,"prof. Ing. Alexy Pavel, PhD.",Slovenská technická univerzita v Bratislave - Fakulta chemickej a potravinárskej technológie ,"14,012.00 €",0.00 €,Aplikovaný výskum,A,
,Výskum modulárnej štruktúry novej generácie  pásových ťahačov pre technológie  v enviromentálne citlivom prostredí .,APVV-17-0309,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"doc. Ing. Mazurkievič Izidor, CSc.",K W D  s.r.o.,"19,012.00 €",0.00 €,Aplikovaný výskum,A,
Slovenská technická univerzita v Bratislave,Výskum modulárnej štruktúry novej generácie  pásových ťahačov pre technológie  v enviromentálne citlivom prostredí .,APVV-17-0309,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"doc. Ing. Mazurkievič Izidor, CSc.",Slovenská technická univerzita v Bratislave - Strojnícka fakulta ,"3,305.00 €",0.00 €,Aplikovaný výskum,A,
,Výskum a vývoj bezodpadovej technológie pre dekompozíciu a selekciu nežiaducich zložiek z procesného plynu generovaného splynovacím zariadením,APVV-17-0311,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2021,"Ing. Surový Juraj, PhD.",EVPÚ a.s.,"32,832.00 €",0.00 €,Aplikovaný výskum,A,
Žilinská univerzita v Žiline,Výskum a vývoj bezodpadovej technológie pre dekompozíciu a selekciu nežiaducich zložiek z procesného plynu generovaného splynovacím zariadením,APVV-17-0311,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2021,"Ing. Surový Juraj, PhD.",Žilinská univerzita v Žiline - Strojnícka fakulta ,"6,658.00 €",0.00 €,Aplikovaný výskum,A,
,Antimón - kritický prvok a nebezpečný kontaminant ovplyvňujúci biodiverzitu na lokalitách s ťažobnými odpadmi,APVV-17-0317,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"prof. RNDr. Hiller Edgar, PhD.",EL spol. s r.o.,"15,000.00 €",0.00 €,Aplikovaný výskum,A,
,Antimón - kritický prvok a nebezpečný kontaminant ovplyvňujúci biodiverzitu na lokalitách s ťažobnými odpadmi,APVV-17-0317,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"prof. RNDr. Hiller Edgar, PhD.","GEOtest, a.s. organizačná zložka","7,000.00 €",0.00 €,Aplikovaný výskum,A,
,Antimón - kritický prvok a nebezpečný kontaminant ovplyvňujúci biodiverzitu na lokalitách s ťažobnými odpadmi,APVV-17-0317,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"prof. RNDr. Hiller Edgar, PhD.",Slovenské národné múzeum,"20,000.00 €",0.00 €,Aplikovaný výskum,A,
Univerzita Komenského v Bratislave,Antimón - kritický prvok a nebezpečný kontaminant ovplyvňujúci biodiverzitu na lokalitách s ťažobnými odpadmi,APVV-17-0317,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"prof. RNDr. Hiller Edgar, PhD.",Univerzita Komenského v Bratislave - Prírodovedecká fakulta ,"20,000.00 €",0.00 €,Aplikovaný výskum,A,
Univerzita Komenského v Bratislave,"Aplikačné možnosti nových ortogonálnych miniaturizovaných a mikroseparačných analytických systémov pre rýchly monitoring biologických, environmentálnych a forenzných vzoriek",APVV-17-0318,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"doc. RNDr. Masár Marián, PhD.",Univerzita Komenského v Bratislave,"37,590.00 €",0.00 €,Aplikovaný výskum,A,
,Multikomponentné boridové a nitridové PVD povlaky pre ultravysokoteplotné aplikácie,APVV-17-0320,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2021,"doc. RNDr. Lofaj František, DrSc.","Ústav materiálov a mechaniky strojov SAV, v. v. i.","12,000.00 €",0.00 €,Základný výskum,A,
,Multikomponentné boridové a nitridové PVD povlaky pre ultravysokoteplotné aplikácie,APVV-17-0320,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2021,"doc. RNDr. Lofaj František, DrSc.","Ústav materiálového výskumu SAV, v. v. i.","14,037.00 €",0.00 €,Základný výskum,A,
Univerzita Komenského v Bratislave,Multikomponentné boridové a nitridové PVD povlaky pre ultravysokoteplotné aplikácie,APVV-17-0320,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2021,"doc. RNDr. Lofaj František, DrSc.","Univerzita Komenského v Bratislave - Fakulta matematiky, fyziky a informatiky ","12,000.00 €",0.00 €,Základný výskum,A,
Univerzita Komenského v Bratislave,Maximalizácia optických nelinearít v ohraničenom molekulovom priestore: K menším a vysokoúčinným fotosenzitizérom pre bioimaging a teranostické aplikácie,APVV-17-0324,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"Mgr. Hrobárik Peter, PhD.",Univerzita Komenského v Bratislave - Prírodovedecká fakulta ,"61,405.00 €",0.00 €,Základný výskum,A,
,Vývoj žiaruvzdorných pyrochlórnych fáz pre vysokoteplotné aplikácie neoxidovej keramiky,APVV-17-0328,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"Ing. Tatarko Peter, PhD.","Ústav anorganickej chémie SAV, v. v. i.","40,677.00 €",0.00 €,Základný výskum,A,
,Vývoj žiaruvzdorných pyrochlórnych fáz pre vysokoteplotné aplikácie neoxidovej keramiky,APVV-17-0328,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"Ing. Tatarko Peter, PhD.","Ústav materiálového výskumu SAV, v. v. i.","18,500.00 €",0.00 €,Základný výskum,A,
,Tvorba vedeckých informácii na podporu politík trhu práce,APVV-17-0329,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2021,"Mgr. Mgr. Štefánik Miroslav, PhD.","Ekonomický ústav SAV, v. v. i.","24,817.00 €",0.00 €,Aplikovaný výskum,A,
Univerzita Komenského v Bratislave,Tvorba vedeckých informácii na podporu politík trhu práce,APVV-17-0329,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2021,"Mgr. Mgr. Štefánik Miroslav, PhD.",Univerzita Komenského v Bratislave - Filozofická fakulta ,"7,300.00 €",0.00 €,Aplikovaný výskum,A,
Univerzita Mateja Bela v Banskej Bystrici,Tvorba vedeckých informácii na podporu politík trhu práce,APVV-17-0329,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2021,"Mgr. Mgr. Štefánik Miroslav, PhD.",Univerzita Mateja Bela v Banskej Bystrici - Fakulta prírodných vied ,"11,594.00 €",0.00 €,Aplikovaný výskum,A,
,Kaskádové zhodnocovanie drevného odpadu z veľkomestských aglomerácii,APVV-17-0330,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2021,"Ing. Ihnát Vladimír , PhD.",Výskumný ústav papiera a celulózy a.s.,"54,033.00 €",0.00 €,Aplikovaný výskum,A,
,Výskum a vývoj efektívnych procesov prípravy vanilínu a iných prírodných aróm s využitím oxidačného a protektívneho účinku rekombinantnej katalázy a peroxidázy,APVV-17-0333,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"doc. RNDr. Stuchlík Stanislav, CSc.",Axxence Slovakia s.r.o.,"10,226.00 €",0.00 €,Aplikovaný výskum,A,
,Výskum a vývoj efektívnych procesov prípravy vanilínu a iných prírodných aróm s využitím oxidačného a protektívneho účinku rekombinantnej katalázy a peroxidázy,APVV-17-0333,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"doc. RNDr. Stuchlík Stanislav, CSc.","Ústav molekulárnej biológie SAV, v. v. i.","7,099.00 €",0.00 €,Aplikovaný výskum,A,
Slovenská technická univerzita v Bratislave,Výskum a vývoj efektívnych procesov prípravy vanilínu a iných prírodných aróm s využitím oxidačného a protektívneho účinku rekombinantnej katalázy a peroxidázy,APVV-17-0333,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"doc. RNDr. Stuchlík Stanislav, CSc.",Slovenská technická univerzita v Bratislave - Fakulta chemickej a potravinárskej technológie ,"11,504.00 €",0.00 €,Aplikovaný výskum,A,
Univerzita Komenského v Bratislave,Výskum a vývoj efektívnych procesov prípravy vanilínu a iných prírodných aróm s využitím oxidačného a protektívneho účinku rekombinantnej katalázy a peroxidázy,APVV-17-0333,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"doc. RNDr. Stuchlík Stanislav, CSc.","Univerzita Komenského v Bratislave - Vedecký park, Prírodovedecká fakulta ","32,519.00 €",0.00 €,Aplikovaný výskum,A,
Univerzita Komenského v Bratislave,Výskum optimalizačných postupov na zlepšenie prenosových bezpečnostných a spoľahlivostných vlastností WET systémov,APVV-17-0345,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"prof. Ing. Špánik Pavol, PhD.",Univerzita Komenského v Bratislave - Jesseniova lekárska fakulta v Martine,"23,000.00 €",0.00 €,Aplikovaný výskum,A,
Žilinská univerzita v Žiline,Výskum optimalizačných postupov na zlepšenie prenosových bezpečnostných a spoľahlivostných vlastností WET systémov,APVV-17-0345,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"prof. Ing. Špánik Pavol, PhD.",Žilinská univerzita v Žiline - Fakulta elektrotechniky a informačných technológií,"40,350.00 €",0.00 €,Aplikovaný výskum,A,
,Časovo-rozlíšené štúdium rastu hybridných van der Waalsových heteroštruktúr,APVV-17-0352,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"RNDr. Mrkývková Naďa, PhD.","Elektrotechnický ústav SAV, v. v. i.","6,264.00 €",0.00 €,Základný výskum,A,
,Časovo-rozlíšené štúdium rastu hybridných van der Waalsových heteroštruktúr,APVV-17-0352,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"RNDr. Mrkývková Naďa, PhD.","Fyzikálny ústav SAV, v. v. i.","12,998.00 €",0.00 €,Základný výskum,A,
,Časovo-rozlíšené štúdium rastu hybridných van der Waalsových heteroštruktúr,APVV-17-0352,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"RNDr. Mrkývková Naďa, PhD.","Ústav polymérov SAV, v. v. i.","5,666.00 €",0.00 €,Základný výskum,A,
Technická univerzita v Košiciach,Multidimenzionálna analýza signifikantných determinantov efektívnosti verejného obstarávania s dôrazom na aplikáciu Health Technology Assessment v procese prípravy obstarávania,APVV-17-0360,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2021,"prof. Ing. Nemec Juraj, CSc.","Technická univerzita v Košiciach - Ekonomická fakulta , Fakulta baníctva, ekológie, riadenia a geotechnológií ","19,307.00 €",0.00 €,Základný výskum,A,
Univerzita Mateja Bela v Banskej Bystrici,Multidimenzionálna analýza signifikantných determinantov efektívnosti verejného obstarávania s dôrazom na aplikáciu Health Technology Assessment v procese prípravy obstarávania,APVV-17-0360,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2021,"prof. Ing. Nemec Juraj, CSc.",Univerzita Mateja Bela v Banskej Bystrici - Ekonomická fakulta ,"22,361.00 €",0.00 €,Základný výskum,A,
,Metylácia DNA ako cieľ epigenetického editovania a jej využitie pri personalizácii diagnostiky a terapie  u melanómu uvey ,APVV-17-0369,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"Mgr. Smolková Božena, PhD.","Biomedicínske centrum SAV, v. v. i.","42,000.00 €",0.00 €,Základný výskum,A,
Univerzita Komenského v Bratislave,Metylácia DNA ako cieľ epigenetického editovania a jej využitie pri personalizácii diagnostiky a terapie  u melanómu uvey ,APVV-17-0369,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"Mgr. Smolková Božena, PhD.",Univerzita Komenského v Bratislave,"23,000.00 €",0.00 €,Základný výskum,A,
,Behaviorálne a fyziologické indikátory welfaru hydiny,APVV-17-0371,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"RNDr. Košťál Ľubor, CSc.","Centrum biovied SAV, v. v. i. - Ústav biochémie a genetiky živočíchov","26,382.00 €",0.00 €,Základný výskum,A,
Univerzita Komenského v Bratislave,Behaviorálne a fyziologické indikátory welfaru hydiny,APVV-17-0371,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"RNDr. Košťál Ľubor, CSc.",Univerzita Komenského v Bratislave - Prírodovedecká fakulta ,"31,856.00 €",0.00 €,Základný výskum,A,
Technická univerzita v Košiciach,Rádiofrekvenčné rozhranie v biológii a ekológii ixodidových kliešťov.,APVV-17-0372,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"RNDr. Majláthová Viktória, PhD.",Technická univerzita v Košiciach - Fakulta elektrotechniky a informatiky ,"17,000.00 €",0.00 €,Základný výskum,A,
Univerzita Pavla Jozefa Šafárika v Košiciach,Rádiofrekvenčné rozhranie v biológii a ekológii ixodidových kliešťov.,APVV-17-0372,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"RNDr. Majláthová Viktória, PhD.",Univerzita Pavla Jozefa Šafárika v Košiciach - Prírodovedecká fakulta ,"25,000.00 €",0.00 €,Základný výskum,A,
Univerzita veterinárskeho lekárstva a farmácie v Košiciach,Rádiofrekvenčné rozhranie v biológii a ekológii ixodidových kliešťov.,APVV-17-0372,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"RNDr. Majláthová Viktória, PhD.",Univerzita veterinárskeho lekárstva a farmácie v Košiciach,"7,000.00 €",0.00 €,Základný výskum,A,
Univerzita Komenského v Bratislave,Nové malé molekuly a bioaktívne nanočastice pre terapiu zápalových a degeneratívnych ochorení kostí a kĺbov,APVV-17-0373,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"prof. Ing. Devínsky Ferdinand, DrSc.","Univerzita Komenského v Bratislave - Farmaceutická fakulta , Lekárska fakulta , Prírodovedecká fakulta ","57,920.00 €",0.00 €,Aplikovaný výskum,A,
,Hodnotenie novodobých zmien a vývojových trendov poľnohospodárskej krajiny Slovenska,APVV-17-0377,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"RNDr. Halada Ľuboš, CSc.","Ústav krajinnej ekológie SAV, v. v. i.","38,514.00 €",0.00 €,Základný výskum,A,
Univerzita Konštantína Filozofa v Nitre,Hodnotenie novodobých zmien a vývojových trendov poľnohospodárskej krajiny Slovenska,APVV-17-0377,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"RNDr. Halada Ľuboš, CSc.",Univerzita Konštantína Filozofa v Nitre,"22,315.00 €",0.00 €,Základný výskum,A,
,Zvyšovanie efektívnosti lisovania a spájania dielov hybridných karosérií,APVV-17-0381,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"prof. Ing. Spišák Emil, CSc.","Ústav materiálového výskumu SAV, v. v. i.","28,312.00 €",0.00 €,Aplikovaný výskum,A,
Technická univerzita v Košiciach,Zvyšovanie efektívnosti lisovania a spájania dielov hybridných karosérií,APVV-17-0381,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"prof. Ing. Spišák Emil, CSc.",Technická univerzita v Košiciach - Strojnícka fakulta ,"35,119.00 €",0.00 €,Aplikovaný výskum,A,
Univerzita Komenského v Bratislave,"Interakcia studenej plazmy a vody, účinky plazmou aktivovanej vody na biologické systémy a ich využitie v medicíne a poľnohospodárstve",APVV-17-0382,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"doc. RNDr. Machala Zdenko, PhD.",Univerzita Komenského v Bratislave,"60,124.00 €",0.00 €,Základný výskum,A,
,Testikulárne nádory zo zárodočných buniek rezistentné na cisplatinu: ich premena na liečiteľné ochorenie,APVV-17-0384,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2021,"Mgr. Chovanec Miroslav, PhD.","Biomedicínske centrum SAV, v. v. i. - Ústav experimentálnej onkológie","53,690.00 €",0.00 €,Základný výskum,A,
,Na ceste k modernej spoločnosti. Tri storočia novoveku,APVV-17-0398,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"PhDr. Čičaj Viliam, CSc.","Historický ústav SAV, v. v. i.","44,675.00 €",0.00 €,Základný výskum,A,
,Z monarchie do republiky. Proces tranzície spoločnosti na Slovensku v európskom kontexte (od konca 19. storočia do roku 1945).,APVV-17-0399,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"PhDr. Kováč Dušan, DrSc.","Historický ústav SAV, v. v. i.","51,239.00 €",0.00 €,Základný výskum,A,
Technická univerzita vo Zvolene,"Posilňovanie etického prostredia na Slovensku (inštitucionálne postupy, aktéri, riziká, stratégie)",APVV-17-0400,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"doc. Ing. Čierna Helena, PhD.",Technická univerzita vo Zvolene - Fakulta techniky,"26,829.00 €",0.00 €,Základný výskum,A,
Univerzita Mateja Bela v Banskej Bystrici,"Posilňovanie etického prostredia na Slovensku (inštitucionálne postupy, aktéri, riziká, stratégie)",APVV-17-0400,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"doc. Ing. Čierna Helena, PhD.",Univerzita Mateja Bela v Banskej Bystrici - Filozofická fakulta,0.00 €,0.00 €,Základný výskum,A,
Univerzita Komenského v Bratislave,Vplyv vzájomného uznávania prostriedkov elektronickej identifikácie na elektronické služby verejnej správy,APVV-17-0403,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"doc. Mgr. Škrobák Ján, PhD.",Univerzita Komenského v Bratislave - Právnická fakulta ,"48,030.00 €",0.00 €,Aplikovaný výskum,A,
,Objasnenie imunomodulačných účinkov DLE (dialyzovateľný leukocytárny extrakt) pri liečbe myší s parazitárnymi infekciami imunosupresívneho charakteru,APVV-17-0410,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"RNDr. Hrčková Gabriela, DrSc.","Parazitologický ústav SAV, v. v. i.","37,146.00 €",0.00 €,Základný výskum,A,
,Možnosti využitia vybraných introdukovaných drevín z ekologického a produkčného hľadiska na lesných a poľnohospodárskych pôdach Slovenska v meniacich sa klimatických podmienkach,APVV-17-0416,https://site.apvv.sk/Grant/Grant/Detail/90,APVV-17,APVV,2018,2022,"doc. Ing. Slávik Martin, CSc.",Národné lesnícke centrum,"64,383.00 €",0.00 €,Aplikovaný výskum,A,
